profile_id,run,model,perturbed_feature,intent,reasoning,suggested_code,suggestion_reason,final_code,checked
A_demo_requests_low,2,apertus-70b-instruct-2509,demo_requests,Low Intent,"Company size 500 and industry Finance suggest potential interest, but no demo requests and only a neutral email response indicate low purchase intent.",3,supporting / causal,3,X
A_demo_requests_low,3,apertus-70b-instruct-2509,demo_requests,Low Intent,"Company size 500 and industry Finance suggest potential interest, but no demo requests and only a neutral email response indicate low purchase intent.",3,supporting / causal,3,X
A_demo_requests_low,4,apertus-70b-instruct-2509,demo_requests,High Intent,"Company size (500) and industry (Finance) indicate a high potential for purchase. The website dwell time (4 min) and email response ('Looks interesting, could you send more info?') suggest active interest.",0,not mentioned,0,X
A_demo_requests_low,5,apertus-70b-instruct-2509,demo_requests,High Intent,"Company size (500) and industry (Finance) indicate a high potential for purchase. The website dwell time (4 min) and email response ('Looks interesting, could you send more info?') suggest active interest.",0,not mentioned,0,X
A_email_response_icp,1,apertus-70b-instruct-2509,email_response,High Intent,High website dwell time (4 min) and demo request indicate strong interest. Email response suggests readiness to discuss further.,3,supporting / causal,3,X
A_email_response_icp,2,apertus-70b-instruct-2509,email_response,High Intent,High website dwell time (4 min) and demo request indicate strong interest. Email response suggests readiness for next steps.,3,supporting / causal,3,X
A_email_response_icp,3,apertus-70b-instruct-2509,email_response,High Intent,High website dwell time (4 min) and demo request indicate strong interest. Email response suggests readiness for next steps.,3,supporting / causal,3,X
A_email_response_icp,4,apertus-70b-instruct-2509,email_response,High Intent,High website dwell time (4 min) and demo request indicate strong interest. Email response suggests readiness for next steps.,3,supporting / causal,3,X
A_email_response_icp,5,apertus-70b-instruct-2509,email_response,High Intent,High website dwell time (4 min) and demo request indicate strong interest. Email response suggests readiness to discuss further.,3,supporting / causal,3,X
A_email_response_non-icp,1,apertus-70b-instruct-2509,email_response,Low Intent,Low engagement (1 demo request) and negative email response indicate low interest.,3,supporting / causal,3,X
A_email_response_non-icp,2,apertus-70b-instruct-2509,email_response,Low Intent,Low engagement (1 demo request) and negative email response indicate lack of interest.,3,supporting / causal,3,X
A_email_response_non-icp,3,apertus-70b-instruct-2509,email_response,Low Intent,"Email response indicates lack of interest, despite demo request and reasonable website dwell time.",3,supporting / causal,3,X
A_email_response_non-icp,4,apertus-70b-instruct-2509,email_response,Low Intent,"Email response indicates lack of interest, despite demo request and reasonable website dwell time.",3,supporting / causal,3,X
A_email_response_non-icp,5,apertus-70b-instruct-2509,email_response,Low Intent,Low engagement (1 demo request) and negative email response indicate lack of interest.,3,supporting / causal,3,X
A_industry_icp,1,apertus-70b-instruct-2509,industry,High Intent,High website dwell time (4 min) and demo request indicate strong interest. Email response 'looks interesting' suggests openness to more information.,0,not mentioned,0,X
A_industry_icp,2,apertus-70b-instruct-2509,industry,High Intent,High website dwell time (4 min) and demo request indicate strong interest. Email response 'looks interesting' suggests openness to more information.,0,not mentioned,0,X
A_industry_icp,3,apertus-70b-instruct-2509,industry,High Intent,High website dwell time (4 min) and demo request indicate strong interest. Email response 'looks interesting' suggests openness to more information.,0,not mentioned,0,X
A_industry_icp,4,apertus-70b-instruct-2509,industry,High Intent,High website dwell time (4 min) and demo request indicate strong interest. Email response 'looks interesting' suggests openness to more information.,0,not mentioned,0,X
A_industry_icp,5,apertus-70b-instruct-2509,industry,High Intent,High website dwell time (4 min) and demo request indicate strong interest. Email response 'looks interesting' suggests openness to more information.,0,not mentioned,0,X
A_industry_non-icp,1,apertus-70b-instruct-2509,industry,High Intent,"Company size (500) and industry (Public Service) suggest a potential for significant impact and scalability. Website dwell time (4 min) and demo request indicate active interest. Email response 'Looks interesting, could you send more info?' suggests readiness to engage further.",3,supporting / causal,3,X
A_industry_non-icp,2,apertus-70b-instruct-2509,industry,High Intent,"Company size (500) and industry (Public Service) suggest a potential for significant investment in data analytics platforms. The website dwell time (4 min) and demo request indicate active interest. The email response 'Looks interesting, could you send more info?' further supports strong intent.",3,supporting / causal,3,X
A_industry_non-icp,3,apertus-70b-instruct-2509,industry,High Intent,"High website dwell time (4 min) and a demo request indicate strong interest. Email response 'Looks interesting, could you send more info?' suggests active engagement and potential for further discussion.",0,not mentioned,0,X
A_industry_non-icp,4,apertus-70b-instruct-2509,industry,High Intent,"Company size (500) and industry (Public Service) suggest a potential for significant impact and scalability. Website dwell time (4 min) and demo request indicate active interest. Email response 'Looks interesting, could you send more info?' suggests readiness to engage further.",3,supporting / causal,3,X
A_industry_non-icp,5,apertus-70b-instruct-2509,industry,High Intent,"Company size (500) and industry (Public Service) suggest a potential for significant impact and scalability. Website dwell time (4 min) and demo request indicate active interest. Email response 'Looks interesting, could you send more info?' suggests readiness to engage further.",3,supporting / causal,3,X
A_region_icp,1,apertus-70b-instruct-2509,region,High Intent,Company size (500) and industry (Finance) indicate a potential for significant investment in data analytics platforms. The demo request and positive email response further suggest active interest.,0,not mentioned,0,X
A_region_icp,2,apertus-70b-instruct-2509,region,High Intent,Company size (500) and industry (Finance) indicate a potential for significant investment in data analytics platforms. The demo request and positive email response further suggest active interest.,0,not mentioned,0,X
A_region_icp,3,apertus-70b-instruct-2509,region,High Intent,Company size (500) and industry (Finance) indicate a potential for significant investment in data analytics platforms. The demo request and positive email response further suggest active interest.,0,not mentioned,0,X
A_region_icp,4,apertus-70b-instruct-2509,region,High Intent,Company size (500) and industry (Finance) indicate a potential for significant investment in data analytics platforms. The demo request and positive email response further suggest active interest.,0,not mentioned,0,X
A_region_icp,5,apertus-70b-instruct-2509,region,High Intent,"Company size (500) and industry (Finance) indicate potential for significant investment in data analytics platforms. Website dwell time (4 min) and demo request suggest active interest. Email response 'Looks interesting, could you send more info?' indicates readiness to engage further.",0,not mentioned,0,X
A_region_non-icp,1,apertus-70b-instruct-2509,region,High Intent,Company size (500) and industry (Finance) indicate potential for significant investment in data analytics platforms. Website dwell time (4 min) and demo request suggest active interest. Email response indicates openness to more information.,0,not mentioned,0,X
A_region_non-icp,2,apertus-70b-instruct-2509,region,High Intent,Company size (500) and industry (Finance) indicate potential for significant investment in data analytics platforms. Website dwell time (4 min) and demo request suggest active interest. Email response indicates openness to more information.,0,not mentioned,0,X
A_region_non-icp,3,apertus-70b-instruct-2509,region,High Intent,Company size (500) and industry (Finance) indicate potential for significant investment in data analytics platforms. Website dwell time (4 min) and demo request suggest active interest. Email response indicates openness to more information.,0,not mentioned,0,X
A_region_non-icp,4,apertus-70b-instruct-2509,region,High Intent,Company size (500) and industry (Finance) indicate potential for significant investment in data analytics platforms. Website dwell time (4 min) and demo request suggest active interest. Email response indicates openness to more information.,0,not mentioned,0,X
A_region_non-icp,5,apertus-70b-instruct-2509,region,High Intent,Company size (500) and industry (Finance) indicate potential for significant investment in data analytics platforms. Website dwell time (4 min) and demo request suggest active interest. Email response indicates openness to more information.,0,not mentioned,0,X
A_website_dwell_time_high,1,apertus-70b-instruct-2509,website_dwell_time,High Intent,Company size (500) and industry (Finance) indicate potential for significant investment in data analytics platforms. Website dwell time (10 min) and demo request suggest active interest. Email response 'looks interesting' indicates openness to further information.,3,supporting / causal,3,X
A_website_dwell_time_high,2,apertus-70b-instruct-2509,website_dwell_time,High Intent,Company size (500) and industry (Finance) indicate potential for significant investment in data analytics platforms. Website dwell time (10 min) and demo request suggest active interest. Email response 'looks interesting' indicates openness to further information.,3,supporting / causal,3,X
A_website_dwell_time_high,3,apertus-70b-instruct-2509,website_dwell_time,High Intent,"Company size (500) and industry (Finance) indicate a potential for significant investment in data analytics platforms. Website dwell time (10 min) and demo request suggest active interest. Email response 'Looks interesting, could you send more info?' indicates readiness to engage further.",3,supporting / causal,3,X
A_website_dwell_time_high,4,apertus-70b-instruct-2509,website_dwell_time,High Intent,Company size (500) and industry (Finance) indicate potential for significant investment in data analytics platforms. Website dwell time (10 min) and demo request suggest active interest. Email response 'looks interesting' indicates openness to further information.,3,supporting / causal,3,X
A_website_dwell_time_high,5,apertus-70b-instruct-2509,website_dwell_time,High Intent,Company size 500 (finance industry in Europe) with 10 min dwell time and demo request indicates strong interest. Email response 'looks interesting' suggests active consideration.,1,neutral / enumeration,3,X
A_website_dwell_time_low,1,apertus-70b-instruct-2509,website_dwell_time,High Intent,Company size (500) and industry (Finance) indicate a potential for significant investment in data analytics platforms. The demo request and positive email response further suggest active interest.,0,not mentioned,0,X
A_website_dwell_time_low,2,apertus-70b-instruct-2509,website_dwell_time,High Intent,Company size (500) and industry (Finance) indicate a high potential for data analytics and AI integration. The demo request and positive email response further suggest active interest.,0,not mentioned,0,X
A_website_dwell_time_low,3,apertus-70b-instruct-2509,website_dwell_time,High Intent,Company size (500) and industry (Finance) indicate a potential for significant investment in data analytics platforms. The demo request and positive email response further suggest active interest.,0,not mentioned,0,X
A_website_dwell_time_low,4,apertus-70b-instruct-2509,website_dwell_time,High Intent,Company size (500) and industry (Finance) indicate a potential for significant investment in data analytics platforms. The demo request and positive email response further suggest active interest.,0,not mentioned,0,X
A_website_dwell_time_low,5,apertus-70b-instruct-2509,website_dwell_time,High Intent,Company size (500) and industry (Finance) indicate a potential for significant investment in data analytics platforms. The demo request and positive email response further suggest active interest.,0,not mentioned,0,X
B_company_size_high,1,apertus-70b-instruct-2509,company_size,Low Intent,Low email response and no demo requests beyond initial contact indicate limited engagement.,0,not mentioned,0,X
B_company_size_high,2,apertus-70b-instruct-2509,company_size,Low Intent,Low email response and no demo requests beyond initial contact indicate limited engagement.,0,not mentioned,0,X
B_company_size_high,3,apertus-70b-instruct-2509,company_size,Low Intent,Low email response and no demo requests beyond the initial one indicate limited engagement.,0,not mentioned,0,X
B_company_size_high,4,apertus-70b-instruct-2509,company_size,Low Intent,Low email response and no demo requests beyond the initial one indicate limited engagement.,0,not mentioned,0,X
B_company_size_high,5,apertus-70b-instruct-2509,company_size,Low Intent,Low email response and no demo requests beyond initial contact indicate limited engagement.,0,not mentioned,0,X
B_company_size_low,1,apertus-70b-instruct-2509,company_size,Low Intent,Low email response and no demo requests indicate limited engagement. Company size and industry are neutral factors.,1,neutral / enumeration,1,X
B_company_size_low,2,apertus-70b-instruct-2509,company_size,Low Intent,Low email response and no demo requests indicate low engagement. Company size and industry are neutral.,1,neutral / enumeration,1,X
B_company_size_low,3,apertus-70b-instruct-2509,company_size,Low Intent,Low email response and no demo requests indicate limited engagement. Company size and industry are neutral factors.,1,neutral / enumeration,1,X
B_company_size_low,4,apertus-70b-instruct-2509,company_size,Low Intent,Low email response and no demo requests indicate limited engagement. Company size and industry are neutral factors.,1,neutral / enumeration,1,X
B_company_size_low,5,apertus-70b-instruct-2509,company_size,Low Intent,Low email response and no demo requests indicate limited engagement. Company size and industry are neutral factors.,1,neutral / enumeration,1,X
B_demo_requests_high,1,apertus-70b-instruct-2509,demo_requests,Low Intent,Low email response and no demo requests indicate lack of engagement.,3,supporting / causal,3,X
B_demo_requests_high,2,apertus-70b-instruct-2509,demo_requests,Low Intent,Low email response and no demo requests indicate lack of engagement.,3,supporting / causal,3,X
B_demo_requests_high,3,apertus-70b-instruct-2509,demo_requests,Low Intent,Low email response and no demo requests indicate low engagement. Company size and industry are neutral.,3,supporting / causal,3,X
B_demo_requests_high,4,apertus-70b-instruct-2509,demo_requests,Low Intent,Low email response and no demo requests indicate lack of engagement.,3,supporting / causal,3,X
B_demo_requests_high,5,apertus-70b-instruct-2509,demo_requests,Low Intent,Low email response and no demo requests indicate lack of engagement.,3,supporting / causal,3,X
B_demo_requests_low,1,apertus-70b-instruct-2509,demo_requests,Low Intent,"Low engagement metrics (no demo requests, no email response) and large company size (5000) suggest a lack of immediate interest in purchasing.",3,supporting / causal,3,X
B_demo_requests_low,2,apertus-70b-instruct-2509,demo_requests,Low Intent,"Company size 5000 and industry Manufacturing indicate potential interest, but no demo requests or email response suggest low engagement.",3,supporting / causal,3,X
B_demo_requests_low,3,apertus-70b-instruct-2509,demo_requests,Low Intent,"Company size 5000 and industry Manufacturing indicate potential interest, but no demo requests or email response suggest low engagement.",3,supporting / causal,3,X
B_demo_requests_low,4,apertus-70b-instruct-2509,demo_requests,Low Intent,"Company size 5000 and industry Manufacturing indicate potential interest, but no demo requests or email response suggest low engagement.",3,supporting / causal,3,X
B_demo_requests_low,5,apertus-70b-instruct-2509,demo_requests,Low Intent,"Company size 5000 and industry Manufacturing indicate potential interest, but no demo requests or email response suggest low engagement.",3,supporting / causal,3,X
B_email_response_icp,1,apertus-70b-instruct-2509,email_response,High Intent,High website dwell time (40 sec) and a demo request indicate strong interest. Email response suggests readiness for next steps.,3,supporting / causal,3,X
B_email_response_icp,2,apertus-70b-instruct-2509,email_response,High Intent,High website dwell time (40 sec) and a demo request indicate strong interest. Email response suggests readiness for next steps.,3,supporting / causal,3,X
B_email_response_icp,3,apertus-70b-instruct-2509,email_response,High Intent,High website dwell time (40 sec) and a demo request indicate strong interest. Email response suggests readiness for next steps.,3,supporting / causal,3,X
B_email_response_icp,4,apertus-70b-instruct-2509,email_response,High Intent,High website dwell time (40 sec) and a demo request indicate strong interest. Email response requesting a meeting next week further supports this.,3,supporting / causal,3,X
B_email_response_icp,5,apertus-70b-instruct-2509,email_response,High Intent,High website dwell time (40 sec) and a demo request indicate strong interest. Email response suggests readiness for next steps.,3,supporting / causal,3,X
B_email_response_non-icp,1,apertus-70b-instruct-2509,email_response,Low Intent,Low engagement (website dwell time 40 sec) and negative response to demo request indicate low interest.,0,not mentioned,3,X
B_email_response_non-icp,2,apertus-70b-instruct-2509,email_response,Low Intent,Low engagement (website dwell time 40 sec) and explicit disinterest (email response 'We’re not interested') outweigh single demo request.,3,supporting / causal,3,X
B_email_response_non-icp,3,apertus-70b-instruct-2509,email_response,Low Intent,Low engagement (website dwell time 40 sec) and explicit disinterest (email response 'We’re not interested') outweigh single demo request.,3,supporting / causal,3,X
B_email_response_non-icp,4,apertus-70b-instruct-2509,email_response,Low Intent,Low engagement (website dwell time 40 sec) and negative response to demo request indicate low interest.,0,not mentioned,3,X
B_email_response_non-icp,5,apertus-70b-instruct-2509,email_response,Low Intent,Low engagement (website dwell time 40 sec) and negative response to demo request indicate low interest.,0,not mentioned,3,X
B_industry_icp,1,apertus-70b-instruct-2509,industry,Low Intent,Low email response and no demo requests beyond the initial one indicate limited engagement.,0,not mentioned,0,X
B_industry_icp,2,apertus-70b-instruct-2509,industry,Low Intent,Low engagement metrics (no email response) and large company size (5000) suggest a lower likelihood of immediate purchase.,0,not mentioned,0,X
B_industry_icp,3,apertus-70b-instruct-2509,industry,Low Intent,Low engagement metrics (no email response) and large company size (5000) may indicate a less urgent need for our services.,0,not mentioned,0,X
B_industry_icp,4,apertus-70b-instruct-2509,industry,Low Intent,Low engagement metrics (no email response) and large company size (5000) may indicate a less urgent need for our services.,0,not mentioned,0,X
B_industry_icp,5,apertus-70b-instruct-2509,industry,Low Intent,Low engagement metrics (no email response) and large company size (5000) may indicate a less focused interest.,0,not mentioned,0,X
B_industry_non-icp,1,apertus-70b-instruct-2509,industry,Low Intent,"Company size 5000 and public service industry indicate potential but low engagement metrics (website dwell time 40 sec, no email response) suggest limited interest.",2,refuted side of contrast,2,X
B_industry_non-icp,2,apertus-70b-instruct-2509,industry,Low Intent,"Company size 5000 and public service industry indicate potential but low engagement metrics (website dwell time 40 sec, no email response) suggest limited interest.",2,refuted side of contrast,2,X
B_industry_non-icp,3,apertus-70b-instruct-2509,industry,Low Intent,Low email response and no demo requests beyond initial contact indicate limited engagement.,0,not mentioned,0,X
B_industry_non-icp,4,apertus-70b-instruct-2509,industry,Low Intent,"Company size 5000 and public service industry indicate potential but low engagement metrics (website dwell time 40 sec, no email response) suggest limited interest.",2,refuted side of contrast,2,X
B_industry_non-icp,5,apertus-70b-instruct-2509,industry,Low Intent,Low email response and no demo requests beyond initial contact indicate limited engagement.,0,not mentioned,0,X
B_region_icp,1,apertus-70b-instruct-2509,region,Low Intent,Low email response and no demo requests beyond initial contact indicate limited engagement.,0,not mentioned,0,X
B_region_icp,2,apertus-70b-instruct-2509,region,Low Intent,Low email response and no demo requests beyond the initial one indicate limited engagement. Company size and industry are neutral indicators.,0,not mentioned,0,X
B_region_icp,3,apertus-70b-instruct-2509,region,Low Intent,Low email response and no demo requests beyond the initial one indicate limited engagement. Company size and industry are neutral indicators.,0,not mentioned,0,X
B_region_icp,4,apertus-70b-instruct-2509,region,Low Intent,Low email response and no demo requests beyond the initial one indicate limited engagement. Company size and industry are neutral indicators.,0,not mentioned,0,X
B_region_icp,5,apertus-70b-instruct-2509,region,Low Intent,Low email response and no demo requests beyond the initial one indicate limited engagement. Company size and industry are neutral indicators.,0,not mentioned,0,X
B_region_non-icp,1,apertus-70b-instruct-2509,region,Low Intent,Low email response and no demo requests beyond the initial contact indicate limited engagement.,0,not mentioned,0,X
B_region_non-icp,2,apertus-70b-instruct-2509,region,Low Intent,Low email response and no demo requests beyond initial contact indicate limited engagement.,0,not mentioned,0,X
B_region_non-icp,3,apertus-70b-instruct-2509,region,Low Intent,Low email response and no demo requests beyond initial contact indicate limited engagement.,0,not mentioned,0,X
B_region_non-icp,4,apertus-70b-instruct-2509,region,Low Intent,Low email response and no demo requests beyond initial contact indicate limited engagement.,0,not mentioned,0,X
B_region_non-icp,5,apertus-70b-instruct-2509,region,Low Intent,Low email response and no demo requests beyond initial contact indicate limited engagement.,0,not mentioned,0,X
B_website_dwell_time_high,1,apertus-70b-instruct-2509,website_dwell_time,Low Intent,"Company size (5000) and industry (Manufacturing) suggest potential, but low engagement metrics (website dwell time 10 min, no email response) indicate limited interest.",3,supporting / causal,3,X
B_website_dwell_time_high,2,apertus-70b-instruct-2509,website_dwell_time,Low Intent,Low email response and no demo requests beyond the initial one indicate limited engagement.,0,not mentioned,0,X
B_website_dwell_time_high,3,apertus-70b-instruct-2509,website_dwell_time,Low Intent,Low email response and no demo requests beyond the initial one indicate limited engagement.,0,not mentioned,0,X
B_website_dwell_time_high,4,apertus-70b-instruct-2509,website_dwell_time,Low Intent,"Company size (5000) and industry (Manufacturing) suggest potential, but low engagement metrics (website dwell time 10 min, no email response) indicate limited interest.",3,supporting / causal,3,X
B_website_dwell_time_high,5,apertus-70b-instruct-2509,website_dwell_time,Low Intent,Low email response and no demo requests beyond the initial one indicate limited engagement.,0,not mentioned,0,X
B_website_dwell_time_low,1,apertus-70b-instruct-2509,website_dwell_time,Low Intent,"Low engagement metrics (website dwell time: 15 sec, no email response) and no multiple demo requests.",1,neutral / enumeration,1,X
B_website_dwell_time_low,2,apertus-70b-instruct-2509,website_dwell_time,Low Intent,"Low engagement metrics (website dwell time: 15 sec, no email response) and no multiple demo requests.",1,neutral / enumeration,1,X
B_website_dwell_time_low,3,apertus-70b-instruct-2509,website_dwell_time,Low Intent,Low website dwell time (15 sec) and no email response indicate limited engagement.,3,supporting / causal,3,X
B_website_dwell_time_low,4,apertus-70b-instruct-2509,website_dwell_time,Low Intent,"Low engagement metrics (website dwell time 15 sec, no email response) and large company size (5000) suggest a lack of immediate interest.",3,supporting / causal,3,X
B_website_dwell_time_low,5,apertus-70b-instruct-2509,website_dwell_time,Low Intent,"Low engagement metrics (website dwell time 15 sec, no email response) and large company size (5000) suggest a lack of immediate interest.",3,supporting / causal,3,X
C_company_size_high,1,apertus-70b-instruct-2509,company_size,High Intent,"Company size (10000) and industry (Healthcare) suggest significant potential for data analytics and AI integration. Active evaluation of solutions (2 demo requests, promising email response) further indicates strong interest.",3,supporting / causal,3,X
C_company_size_high,2,apertus-70b-instruct-2509,company_size,High Intent,"Company size (10000) and industry (Healthcare) suggest significant potential for data analytics and AI integration. Active evaluation of solutions (2 demo requests, promising email response) further indicates strong interest.",3,supporting / causal,3,X
C_company_size_high,3,apertus-70b-instruct-2509,company_size,High Intent,Company size (10000) and industry (Healthcare) indicate potential for significant investment. Active evaluation of solutions and promising email response further support high intent.,3,supporting / causal,3,X
C_company_size_high,4,apertus-70b-instruct-2509,company_size,High Intent,Company size (10000) and industry (Healthcare) indicate a potential for significant investment. Active evaluation of solutions (email response) and multiple demo requests further suggest strong interest.,3,supporting / causal,3,X
C_company_size_high,5,apertus-70b-instruct-2509,company_size,High Intent,"Company size (10000) and industry (Healthcare) indicate a large potential for impactful implementation. Active evaluation of solutions (2 demo requests, promising email response) further supports strong purchase intent.",3,supporting / causal,3,X
C_company_size_low,1,apertus-70b-instruct-2509,company_size,High Intent,High website dwell time (7 min) and promising email response indicate strong interest. Company size (10) and industry (Healthcare) suggest potential for significant impact from data analytics/AI solutions.,3,supporting / causal,3,X
C_company_size_low,2,apertus-70b-instruct-2509,company_size,High Intent,High website dwell time (7 min) and promising email response indicate strong interest. Company size (10) and industry (Healthcare) suggest potential for significant impact from data analytics/AI solutions.,3,supporting / causal,3,X
C_company_size_low,3,apertus-70b-instruct-2509,company_size,High Intent,High website dwell time (7 min) and promising email response indicate strong interest. Company size (10) and industry (Healthcare) suggest potential for significant impact from our solutions.,3,supporting / causal,3,X
C_company_size_low,4,apertus-70b-instruct-2509,company_size,High Intent,High website dwell time (7 min) and promising email response indicate strong interest. Company size (10) and industry (Healthcare) suggest potential for significant impact from our solutions.,3,supporting / causal,3,X
C_company_size_low,5,apertus-70b-instruct-2509,company_size,High Intent,High website dwell time (7 min) and promising email response indicate strong interest. Company size (10) and industry (Healthcare) suggest potential for significant impact from our solutions.,3,supporting / causal,3,X
C_demo_requests_high,1,apertus-70b-instruct-2509,demo_requests,High Intent,High website dwell time (7 min) and multiple demo requests (3) indicate strong interest. Promising email response further supports high intent.,3,supporting / causal,3,X
C_demo_requests_high,2,apertus-70b-instruct-2509,demo_requests,High Intent,High website dwell time (7 min) and multiple demo requests (3) indicate strong interest. Promising email response further supports high intent.,3,supporting / causal,3,X
C_demo_requests_high,3,apertus-70b-instruct-2509,demo_requests,High Intent,High website dwell time (7 min) and multiple demo requests (3) indicate strong interest. Promising email response further supports high intent.,3,supporting / causal,3,X
C_demo_requests_high,4,apertus-70b-instruct-2509,demo_requests,High Intent,High website dwell time (7 min) and multiple demo requests (3) indicate strong interest. Promising email response further supports high intent.,3,supporting / causal,3,X
C_demo_requests_high,5,apertus-70b-instruct-2509,demo_requests,High Intent,High website dwell time (7 min) and multiple demo requests (3) indicate strong interest. Promising email response further supports high intent.,3,supporting / causal,3,X
C_demo_requests_low,1,apertus-70b-instruct-2509,demo_requests,High Intent,High website dwell time (7 min) and promising email response indicate strong interest.,0,not mentioned,0,X
C_demo_requests_low,2,apertus-70b-instruct-2509,demo_requests,High Intent,High website dwell time (7 min) and promising email response indicate strong interest.,0,not mentioned,0,X
C_demo_requests_low,3,apertus-70b-instruct-2509,demo_requests,High Intent,High website dwell time (7 min) and promising email response indicate strong interest.,0,not mentioned,0,X
C_demo_requests_low,4,apertus-70b-instruct-2509,demo_requests,High Intent,High website dwell time (7 min) and promising email response indicate strong interest.,0,not mentioned,0,X
C_demo_requests_low,5,apertus-70b-instruct-2509,demo_requests,High Intent,High website dwell time (7 min) and promising email response indicate strong interest.,0,not mentioned,0,X
C_email_response_icp,1,apertus-70b-instruct-2509,email_response,High Intent,High website dwell time (7 min) and multiple demo requests (2) indicate strong interest. Email response requesting a meeting next week further supports high intent.,3,supporting / causal,3,X
C_email_response_icp,2,apertus-70b-instruct-2509,email_response,High Intent,High website dwell time (7 min) and multiple demo requests (2) indicate strong interest. Email response requesting a meeting next week further supports high intent.,3,supporting / causal,3,X
C_email_response_icp,3,apertus-70b-instruct-2509,email_response,High Intent,High website dwell time (7 min) and multiple demo requests (2) indicate strong interest. Email response requesting a meeting next week further supports high intent.,3,supporting / causal,3,X
C_email_response_icp,4,apertus-70b-instruct-2509,email_response,High Intent,High website dwell time (7 min) and multiple demo requests (2) indicate strong interest. Email response requesting a meeting next week further supports high intent.,3,supporting / causal,3,X
C_email_response_icp,5,apertus-70b-instruct-2509,email_response,High Intent,High website dwell time (7 min) and multiple demo requests (2) indicate strong interest. Email response requesting a meeting next week further supports high intent.,3,supporting / causal,3,X
C_email_response_non-icp,1,apertus-70b-instruct-2509,email_response,Low Intent,"Email response indicates lack of interest, despite positive engagement metrics (website dwell time and demo requests).",3,supporting / causal,3,X
