profile_id,model,feature,feature_type,n_unique_values,n_runs,run_pattern,outcome,unstable
B_company_size_low,meta-llama-3.1-8b-instruct,company_size,Firmographic,1,5,0|0|0|0|0,Score,0
B_company_size_low,openai-gpt-oss-120b,company_size,Firmographic,1,5,1|1|1|1|1,Score,0
B_demo_requests_high,apertus-70b-instruct-2509,demo_requests,Behavioral,1,5,0|0|0|0|0,Score,0
B_demo_requests_high,meta-llama-3.1-8b-instruct,demo_requests,Behavioral,2,5,0|0|1|0|0,Score,1
B_demo_requests_high,openai-gpt-oss-120b,demo_requests,Behavioral,1,5,1|1|1|1|1,Score,0
B_demo_requests_low,apertus-70b-instruct-2509,demo_requests,Behavioral,1,5,0|0|0|0|0,Score,0
B_demo_requests_low,meta-llama-3.1-8b-instruct,demo_requests,Behavioral,1,5,0|0|0|0|0,Score,0
B_demo_requests_low,openai-gpt-oss-120b,demo_requests,Behavioral,1,5,0|0|0|0|0,Score,0
B_email_response_icp,apertus-70b-instruct-2509,email_response,Behavioral,1,5,1|1|1|1|1,Score,0
B_email_response_icp,meta-llama-3.1-8b-instruct,email_response,Behavioral,1,5,1|1|1|1|1,Score,0
B_email_response_icp,openai-gpt-oss-120b,email_response,Behavioral,1,5,1|1|1|1|1,Score,0
B_email_response_non-icp,apertus-70b-instruct-2509,email_response,Behavioral,1,5,0|0|0|0|0,Score,0
B_email_response_non-icp,meta-llama-3.1-8b-instruct,email_response,Behavioral,1,5,0|0|0|0|0,Score,0
B_email_response_non-icp,openai-gpt-oss-120b,email_response,Behavioral,1,5,0|0|0|0|0,Score,0
B_industry_icp,apertus-70b-instruct-2509,industry,Firmographic,1,5,0|0|0|0|0,Score,0
B_industry_icp,meta-llama-3.1-8b-instruct,industry,Firmographic,1,5,0|0|0|0|0,Score,0
B_industry_icp,openai-gpt-oss-120b,industry,Firmographic,1,5,1|1|1|1|1,Score,0
B_industry_non-icp,apertus-70b-instruct-2509,industry,Firmographic,1,5,0|0|0|0|0,Score,0
B_industry_non-icp,meta-llama-3.1-8b-instruct,industry,Firmographic,1,5,0|0|0|0|0,Score,0
B_industry_non-icp,openai-gpt-oss-120b,industry,Firmographic,1,5,1|1|1|1|1,Score,0
B_region_icp,apertus-70b-instruct-2509,region,Firmographic,1,5,0|0|0|0|0,Score,0
B_region_icp,meta-llama-3.1-8b-instruct,region,Firmographic,1,5,0|0|0|0|0,Score,0
B_region_icp,openai-gpt-oss-120b,region,Firmographic,1,5,1|1|1|1|1,Score,0
B_region_non-icp,apertus-70b-instruct-2509,region,Firmographic,1,5,0|0|0|0|0,Score,0
B_region_non-icp,meta-llama-3.1-8b-instruct,region,Firmographic,1,5,0|0|0|0|0,Score,0
B_region_non-icp,openai-gpt-oss-120b,region,Firmographic,1,5,1|1|1|1|1,Score,0
B_website_dwell_time_high,apertus-70b-instruct-2509,website_dwell_time,Behavioral,1,5,0|0|0|0|0,Score,0
B_website_dwell_time_high,meta-llama-3.1-8b-instruct,website_dwell_time,Behavioral,1,5,0|0|0|0|0,Score,0
B_website_dwell_time_high,openai-gpt-oss-120b,website_dwell_time,Behavioral,1,5,1|1|1|1|1,Score,0
B_website_dwell_time_low,apertus-70b-instruct-2509,website_dwell_time,Behavioral,1,5,0|0|0|0|0,Score,0
B_website_dwell_time_low,meta-llama-3.1-8b-instruct,website_dwell_time,Behavioral,1,5,0|0|0|0|0,Score,0
B_website_dwell_time_low,openai-gpt-oss-120b,website_dwell_time,Behavioral,1,5,0|0|0|0|0,Score,0
C_company_size_high,apertus-70b-instruct-2509,company_size,Firmographic,1,5,1|1|1|1|1,Score,0
C_company_size_high,meta-llama-3.1-8b-instruct,company_size,Firmographic,1,5,1|1|1|1|1,Score,0
C_company_size_high,openai-gpt-oss-120b,company_size,Firmographic,1,5,1|1|1|1|1,Score,0
C_company_size_low,apertus-70b-instruct-2509,company_size,Firmographic,1,5,1|1|1|1|1,Score,0
C_company_size_low,meta-llama-3.1-8b-instruct,company_size,Firmographic,1,5,1|1|1|1|1,Score,0
C_company_size_low,openai-gpt-oss-120b,company_size,Firmographic,1,5,1|1|1|1|1,Score,0
C_demo_requests_high,apertus-70b-instruct-2509,demo_requests,Behavioral,1,5,1|1|1|1|1,Score,0
C_demo_requests_high,meta-llama-3.1-8b-instruct,demo_requests,Behavioral,1,5,1|1|1|1|1,Score,0
C_demo_requests_high,openai-gpt-oss-120b,demo_requests,Behavioral,1,5,1|1|1|1|1,Score,0
C_demo_requests_low,apertus-70b-instruct-2509,demo_requests,Behavioral,1,5,1|1|1|1|1,Score,0
C_demo_requests_low,meta-llama-3.1-8b-instruct,demo_requests,Behavioral,1,5,1|1|1|1|1,Score,0
C_demo_requests_low,openai-gpt-oss-120b,demo_requests,Behavioral,1,5,1|1|1|1|1,Score,0
C_email_response_icp,apertus-70b-instruct-2509,email_response,Behavioral,1,5,1|1|1|1|1,Score,0
C_email_response_icp,meta-llama-3.1-8b-instruct,email_response,Behavioral,1,5,1|1|1|1|1,Score,0
C_email_response_icp,openai-gpt-oss-120b,email_response,Behavioral,1,5,1|1|1|1|1,Score,0
C_email_response_non-icp,apertus-70b-instruct-2509,email_response,Behavioral,1,5,0|0|0|0|0,Score,0
C_email_response_non-icp,meta-llama-3.1-8b-instruct,email_response,Behavioral,1,5,0|0|0|0|0,Score,0
C_email_response_non-icp,openai-gpt-oss-120b,email_response,Behavioral,2,5,0|0|1|1|0,Score,1
C_industry_icp,apertus-70b-instruct-2509,industry,Firmographic,1,5,1|1|1|1|1,Score,0
C_industry_icp,meta-llama-3.1-8b-instruct,industry,Firmographic,1,5,1|1|1|1|1,Score,0
C_industry_icp,openai-gpt-oss-120b,industry,Firmographic,1,5,1|1|1|1|1,Score,0
C_industry_non-icp,apertus-70b-instruct-2509,industry,Firmographic,1,5,1|1|1|1|1,Score,0
C_industry_non-icp,meta-llama-3.1-8b-instruct,industry,Firmographic,1,5,1|1|1|1|1,Score,0
C_industry_non-icp,openai-gpt-oss-120b,industry,Firmographic,1,5,1|1|1|1|1,Score,0
C_region_icp,apertus-70b-instruct-2509,region,Firmographic,1,5,1|1|1|1|1,Score,0
C_region_icp,meta-llama-3.1-8b-instruct,region,Firmographic,1,5,1|1|1|1|1,Score,0
C_region_icp,openai-gpt-oss-120b,region,Firmographic,1,5,1|1|1|1|1,Score,0
C_region_non-icp,apertus-70b-instruct-2509,region,Firmographic,1,5,1|1|1|1|1,Score,0
C_region_non-icp,meta-llama-3.1-8b-instruct,region,Firmographic,1,5,1|1|1|1|1,Score,0
C_region_non-icp,openai-gpt-oss-120b,region,Firmographic,1,5,1|1|1|1|1,Score,0
C_website_dwell_time_high,apertus-70b-instruct-2509,website_dwell_time,Behavioral,1,5,1|1|1|1|1,Score,0
C_website_dwell_time_high,meta-llama-3.1-8b-instruct,website_dwell_time,Behavioral,1,5,1|1|1|1|1,Score,0
C_website_dwell_time_high,openai-gpt-oss-120b,website_dwell_time,Behavioral,1,5,1|1|1|1|1,Score,0
C_website_dwell_time_low,apertus-70b-instruct-2509,website_dwell_time,Behavioral,1,5,1|1|1|1|1,Score,0
C_website_dwell_time_low,meta-llama-3.1-8b-instruct,website_dwell_time,Behavioral,1,5,1|1|1|1|1,Score,0
C_website_dwell_time_low,openai-gpt-oss-120b,website_dwell_time,Behavioral,1,5,1|1|1|1|1,Score,0
D_company_size_high,apertus-70b-instruct-2509,company_size,Firmographic,1,5,1|1|1|1|1,Score,0
D_company_size_high,meta-llama-3.1-8b-instruct,company_size,Firmographic,1,5,1|1|1|1|1,Score,0
D_company_size_high,openai-gpt-oss-120b,company_size,Firmographic,1,5,1|1|1|1|1,Score,0
D_company_size_low,apertus-70b-instruct-2509,company_size,Firmographic,1,5,1|1|1|1|1,Score,0
D_company_size_low,meta-llama-3.1-8b-instruct,company_size,Firmographic,1,5,1|1|1|1|1,Score,0
D_company_size_low,openai-gpt-oss-120b,company_size,Firmographic,1,5,1|1|1|1|1,Score,0
D_demo_requests_high,apertus-70b-instruct-2509,demo_requests,Behavioral,1,5,1|1|1|1|1,Score,0
D_demo_requests_high,meta-llama-3.1-8b-instruct,demo_requests,Behavioral,1,5,1|1|1|1|1,Score,0
D_demo_requests_high,openai-gpt-oss-120b,demo_requests,Behavioral,1,5,1|1|1|1|1,Score,0
D_demo_requests_low,apertus-70b-instruct-2509,demo_requests,Behavioral,1,5,1|1|1|1|1,Score,0
D_demo_requests_low,meta-llama-3.1-8b-instruct,demo_requests,Behavioral,1,5,0|0|0|0|0,Score,0
D_demo_requests_low,openai-gpt-oss-120b,demo_requests,Behavioral,1,5,1|1|1|1|1,Score,0
D_email_response_icp,apertus-70b-instruct-2509,email_response,Behavioral,1,5,1|1|1|1|1,Score,0
D_email_response_icp,meta-llama-3.1-8b-instruct,email_response,Behavioral,1,5,1|1|1|1|1,Score,0
D_email_response_icp,openai-gpt-oss-120b,email_response,Behavioral,1,5,1|1|1|1|1,Score,0
D_email_response_non-icp,apertus-70b-instruct-2509,email_response,Behavioral,1,5,0|0|0|0|0,Score,0
D_email_response_non-icp,meta-llama-3.1-8b-instruct,email_response,Behavioral,1,5,0|0|0|0|0,Score,0
D_email_response_non-icp,openai-gpt-oss-120b,email_response,Behavioral,1,5,0|0|0|0|0,Score,0
D_industry_icp,apertus-70b-instruct-2509,industry,Firmographic,1,5,1|1|1|1|1,Score,0
D_industry_icp,meta-llama-3.1-8b-instruct,industry,Firmographic,1,5,1|1|1|1|1,Score,0
D_industry_icp,openai-gpt-oss-120b,industry,Firmographic,1,5,1|1|1|1|1,Score,0
D_industry_non-icp,apertus-70b-instruct-2509,industry,Firmographic,1,5,1|1|1|1|1,Score,0
D_industry_non-icp,meta-llama-3.1-8b-instruct,industry,Firmographic,1,5,1|1|1|1|1,Score,0
D_industry_non-icp,openai-gpt-oss-120b,industry,Firmographic,1,5,1|1|1|1|1,Score,0
D_region_icp,apertus-70b-instruct-2509,region,Firmographic,1,5,1|1|1|1|1,Score,0
D_region_icp,meta-llama-3.1-8b-instruct,region,Firmographic,1,5,1|1|1|1|1,Score,0
D_region_icp,openai-gpt-oss-120b,region,Firmographic,1,5,1|1|1|1|1,Score,0
D_region_non-icp,apertus-70b-instruct-2509,region,Firmographic,1,5,1|1|1|1|1,Score,0
D_region_non-icp,meta-llama-3.1-8b-instruct,region,Firmographic,1,5,1|1|1|1|1,Score,0
D_region_non-icp,openai-gpt-oss-120b,region,Firmographic,1,5,1|1|1|1|1,Score,0
D_website_dwell_time_high,apertus-70b-instruct-2509,website_dwell_time,Behavioral,1,5,1|1|1|1|1,Score,0
D_website_dwell_time_high,meta-llama-3.1-8b-instruct,website_dwell_time,Behavioral,1,5,1|1|1|1|1,Score,0
D_website_dwell_time_high,openai-gpt-oss-120b,website_dwell_time,Behavioral,1,5,1|1|1|1|1,Score,0
D_website_dwell_time_low,apertus-70b-instruct-2509,website_dwell_time,Behavioral,1,5,1|1|1|1|1,Score,0
D_website_dwell_time_low,meta-llama-3.1-8b-instruct,website_dwell_time,Behavioral,1,5,1|1|1|1|1,Score,0
D_website_dwell_time_low,openai-gpt-oss-120b,website_dwell_time,Behavioral,1,5,1|1|1|1|1,Score,0
E_company_size_high,apertus-70b-instruct-2509,company_size,Firmographic,1,5,1|1|1|1|1,Score,0
E_company_size_high,meta-llama-3.1-8b-instruct,company_size,Firmographic,1,5,0|0|0|0|0,Score,0
E_company_size_high,openai-gpt-oss-120b,company_size,Firmographic,1,5,0|0|0|0|0,Score,0
E_company_size_low,apertus-70b-instruct-2509,company_size,Firmographic,1,5,1|1|1|1|1,Score,0
E_company_size_low,meta-llama-3.1-8b-instruct,company_size,Firmographic,1,5,0|0|0|0|0,Score,0
E_company_size_low,openai-gpt-oss-120b,company_size,Firmographic,1,5,0|0|0|0|0,Score,0
E_demo_requests_high,apertus-70b-instruct-2509,demo_requests,Behavioral,1,5,1|1|1|1|1,Score,0
E_demo_requests_high,meta-llama-3.1-8b-instruct,demo_requests,Behavioral,1,5,1|1|1|1|1,Score,0
E_demo_requests_high,openai-gpt-oss-120b,demo_requests,Behavioral,1,5,1|1|1|1|1,Score,0
E_demo_requests_low,apertus-70b-instruct-2509,demo_requests,Behavioral,1,5,0|0|0|0|0,Score,0
E_demo_requests_low,meta-llama-3.1-8b-instruct,demo_requests,Behavioral,1,5,0|0|0|0|0,Score,0
E_demo_requests_low,openai-gpt-oss-120b,demo_requests,Behavioral,1,5,0|0|0|0|0,Score,0
E_email_response_icp,apertus-70b-instruct-2509,email_response,Behavioral,1,5,1|1|1|1|1,Score,0
E_email_response_icp,meta-llama-3.1-8b-instruct,email_response,Behavioral,1,5,1|1|1|1|1,Score,0
E_email_response_icp,openai-gpt-oss-120b,email_response,Behavioral,1,5,1|1|1|1|1,Score,0
E_email_response_non-icp,apertus-70b-instruct-2509,email_response,Behavioral,1,5,0|0|0|0|0,Score,0
E_email_response_non-icp,meta-llama-3.1-8b-instruct,email_response,Behavioral,1,5,0|0|0|0|0,Score,0
E_email_response_non-icp,openai-gpt-oss-120b,email_response,Behavioral,1,5,0|0|0|0|0,Score,0
E_industry_icp,apertus-70b-instruct-2509,industry,Firmographic,1,5,1|1|1|1|1,Score,0
E_industry_icp,meta-llama-3.1-8b-instruct,industry,Firmographic,1,5,0|0|0|0|0,Score,0
E_industry_icp,openai-gpt-oss-120b,industry,Firmographic,2,5,1|1|1|1|0,Score,1
E_industry_non-icp,apertus-70b-instruct-2509,industry,Firmographic,1,5,1|1|1|1|1,Score,0
E_industry_non-icp,meta-llama-3.1-8b-instruct,industry,Firmographic,1,5,0|0|0|0|0,Score,0
E_industry_non-icp,openai-gpt-oss-120b,industry,Firmographic,1,5,1|1|1|1|1,Score,0
E_region_icp,apertus-70b-instruct-2509,region,Firmographic,1,5,1|1|1|1|1,Score,0
E_region_icp,meta-llama-3.1-8b-instruct,region,Firmographic,1,5,0|0|0|0|0,Score,0
E_region_icp,openai-gpt-oss-120b,region,Firmographic,2,5,1|1|1|0|0,Score,1
E_region_non-icp,apertus-70b-instruct-2509,region,Firmographic,1,5,1|1|1|1|1,Score,0
E_region_non-icp,meta-llama-3.1-8b-instruct,region,Firmographic,1,5,0|0|0|0|0,Score,0
E_region_non-icp,openai-gpt-oss-120b,region,Firmographic,2,5,0|1|0|1|0,Score,1
E_website_dwell_time_high,apertus-70b-instruct-2509,website_dwell_time,Behavioral,1,5,1|1|1|1|1,Score,0
E_website_dwell_time_high,meta-llama-3.1-8b-instruct,website_dwell_time,Behavioral,1,5,0|0|0|0|0,Score,0
E_website_dwell_time_high,openai-gpt-oss-120b,website_dwell_time,Behavioral,1,5,1|1|1|1|1,Score,0
E_website_dwell_time_low,apertus-70b-instruct-2509,website_dwell_time,Behavioral,1,5,1|1|1|1|1,Score,0
E_website_dwell_time_low,meta-llama-3.1-8b-instruct,website_dwell_time,Behavioral,1,5,0|0|0|0|0,Score,0
E_website_dwell_time_low,openai-gpt-oss-120b,website_dwell_time,Behavioral,1,5,0|0|0|0|0,Score,0
A_company_size_high,apertus-70b-instruct-2509,company_size,Firmographic,1,5,3|3|3|3|3,Explanation,0
A_company_size_high,meta-llama-3.1-8b-instruct,company_size,Firmographic,3,5,3|3|1|2|1,Explanation,1
A_company_size_high,openai-gpt-oss-120b,company_size,Firmographic,1,5,0|0|0|0|0,Explanation,0
A_company_size_low,apertus-70b-instruct-2509,company_size,Firmographic,1,5,1|1|1|1|1,Explanation,0
A_company_size_low,meta-llama-3.1-8b-instruct,company_size,Firmographic,1,5,2|2|2|2|2,Explanation,0
A_company_size_low,openai-gpt-oss-120b,company_size,Firmographic,2,5,0|0|2|0|0,Explanation,1
A_demo_requests_high,apertus-70b-instruct-2509,demo_requests,Behavioral,1,5,3|3|3|3|3,Explanation,0
A_demo_requests_high,meta-llama-3.1-8b-instruct,demo_requests,Behavioral,3,5,1|0|3|0|3,Explanation,1
A_demo_requests_high,openai-gpt-oss-120b,demo_requests,Behavioral,1,5,3|3|3|3|3,Explanation,0
A_demo_requests_low,apertus-70b-instruct-2509,demo_requests,Behavioral,2,5,3|3|3|0|0,Explanation,1
A_demo_requests_low,meta-llama-3.1-8b-instruct,demo_requests,Behavioral,1,5,3|3|3|3|3,Explanation,0
A_demo_requests_low,openai-gpt-oss-120b,demo_requests,Behavioral,1,5,3|3|3|3|3,Explanation,0
A_email_response_icp,apertus-70b-instruct-2509,email_response,Behavioral,1,5,3|3|3|3|3,Explanation,0
A_email_response_icp,meta-llama-3.1-8b-instruct,email_response,Behavioral,1,5,3|3|3|3|3,Explanation,0
A_email_response_icp,openai-gpt-oss-120b,email_response,Behavioral,1,5,3|3|3|3|3,Explanation,0
A_email_response_non-icp,apertus-70b-instruct-2509,email_response,Behavioral,1,5,3|3|3|3|3,Explanation,0
A_email_response_non-icp,meta-llama-3.1-8b-instruct,email_response,Behavioral,1,5,3|3|3|3|3,Explanation,0
A_email_response_non-icp,openai-gpt-oss-120b,email_response,Behavioral,1,5,3|3|3|3|3,Explanation,0
A_industry_icp,apertus-70b-instruct-2509,industry,Firmographic,1,5,0|0|0|0|0,Explanation,0
A_industry_icp,meta-llama-3.1-8b-instruct,industry,Firmographic,1,5,3|3|3|3|3,Explanation,0
A_industry_icp,openai-gpt-oss-120b,industry,Firmographic,1,5,0|0|0|0|0,Explanation,0
A_industry_non-icp,apertus-70b-instruct-2509,industry,Firmographic,2,5,3|3|0|3|3,Explanation,1
A_industry_non-icp,meta-llama-3.1-8b-instruct,industry,Firmographic,1,5,3|3|3|3|3,Explanation,0
A_industry_non-icp,openai-gpt-oss-120b,industry,Firmographic,1,5,0|0|0|0|0,Explanation,0
A_region_icp,apertus-70b-instruct-2509,region,Firmographic,1,5,0|0|0|0|0,Explanation,0
A_region_icp,meta-llama-3.1-8b-instruct,region,Firmographic,1,5,0|0|0|0|0,Explanation,0
A_region_icp,openai-gpt-oss-120b,region,Firmographic,1,5,0|0|0|0|0,Explanation,0
A_region_non-icp,apertus-70b-instruct-2509,region,Firmographic,1,5,0|0|0|0|0,Explanation,0
A_region_non-icp,meta-llama-3.1-8b-instruct,region,Firmographic,1,5,0|0|0|0|0,Explanation,0
A_region_non-icp,openai-gpt-oss-120b,region,Firmographic,1,5,0|0|0|0|0,Explanation,0
A_website_dwell_time_high,apertus-70b-instruct-2509,website_dwell_time,Behavioral,1,5,3|3|3|3|3,Explanation,0
A_website_dwell_time_high,meta-llama-3.1-8b-instruct,website_dwell_time,Behavioral,3,5,3|0|3|2|2,Explanation,1
A_website_dwell_time_high,openai-gpt-oss-120b,website_dwell_time,Behavioral,1,5,3|3|3|3|3,Explanation,0
A_website_dwell_time_low,apertus-70b-instruct-2509,website_dwell_time,Behavioral,1,5,0|0|0|0|0,Explanation,0
A_website_dwell_time_low,meta-llama-3.1-8b-instruct,website_dwell_time,Behavioral,1,5,3|3|3|3|3,Explanation,0
A_website_dwell_time_low,openai-gpt-oss-120b,website_dwell_time,Behavioral,2,5,3|3|2|2|3,Explanation,1
B_company_size_high,apertus-70b-instruct-2509,company_size,Firmographic,1,5,0|0|0|0|0,Explanation,0
B_company_size_high,meta-llama-3.1-8b-instruct,company_size,Firmographic,1,5,2|2|2|2|2,Explanation,0
B_company_size_high,openai-gpt-oss-120b,company_size,Firmographic,1,5,0|0|0|0|0,Explanation,0
B_company_size_low,apertus-70b-instruct-2509,company_size,Firmographic,1,5,1|1|1|1|1,Explanation,0
B_company_size_low,meta-llama-3.1-8b-instruct,company_size,Firmographic,1,5,3|3|3|3|3,Explanation,0
B_company_size_low,openai-gpt-oss-120b,company_size,Firmographic,1,5,0|0|0|0|0,Explanation,0
B_demo_requests_high,apertus-70b-instruct-2509,demo_requests,Behavioral,1,5,3|3|3|3|3,Explanation,0
B_demo_requests_high,meta-llama-3.1-8b-instruct,demo_requests,Behavioral,2,5,0|0|3|0|0,Explanation,1
B_demo_requests_high,openai-gpt-oss-120b,demo_requests,Behavioral,1,5,3|3|3|3|3,Explanation,0
B_demo_requests_low,apertus-70b-instruct-2509,demo_requests,Behavioral,1,5,3|3|3|3|3,Explanation,0
B_demo_requests_low,meta-llama-3.1-8b-instruct,demo_requests,Behavioral,1,5,3|3|3|3|3,Explanation,0
B_demo_requests_low,openai-gpt-oss-120b,demo_requests,Behavioral,1,5,3|3|3|3|3,Explanation,0
B_email_response_icp,apertus-70b-instruct-2509,email_response,Behavioral,1,5,3|3|3|3|3,Explanation,0
B_email_response_icp,meta-llama-3.1-8b-instruct,email_response,Behavioral,1,5,3|3|3|3|3,Explanation,0
B_email_response_icp,openai-gpt-oss-120b,email_response,Behavioral,1,5,3|3|3|3|3,Explanation,0
B_email_response_non-icp,apertus-70b-instruct-2509,email_response,Behavioral,1,5,3|3|3|3|3,Explanation,0
B_email_response_non-icp,meta-llama-3.1-8b-instruct,email_response,Behavioral,1,5,3|3|3|3|3,Explanation,0
B_email_response_non-icp,openai-gpt-oss-120b,email_response,Behavioral,1,5,3|3|3|3|3,Explanation,0
B_industry_icp,apertus-70b-instruct-2509,industry,Firmographic,1,5,0|0|0|0|0,Explanation,0
B_industry_icp,meta-llama-3.1-8b-instruct,industry,Firmographic,1,5,0|0|0|0|0,Explanation,0
B_industry_icp,openai-gpt-oss-120b,industry,Firmographic,1,5,0|0|0|0|0,Explanation,0
B_industry_non-icp,apertus-70b-instruct-2509,industry,Firmographic,2,5,2|2|0|2|0,Explanation,1
B_industry_non-icp,meta-llama-3.1-8b-instruct,industry,Firmographic,1,5,0|0|0|0|0,Explanation,0
B_industry_non-icp,openai-gpt-oss-120b,industry,Firmographic,1,5,0|0|0|0|0,Explanation,0
B_region_icp,apertus-70b-instruct-2509,region,Firmographic,1,5,0|0|0|0|0,Explanation,0
B_region_icp,meta-llama-3.1-8b-instruct,region,Firmographic,1,5,0|0|0|0|0,Explanation,0
B_region_icp,openai-gpt-oss-120b,region,Firmographic,1,5,0|0|0|0|0,Explanation,0
B_region_non-icp,apertus-70b-instruct-2509,region,Firmographic,1,5,0|0|0|0|0,Explanation,0
B_region_non-icp,meta-llama-3.1-8b-instruct,region,Firmographic,1,5,0|0|0|0|0,Explanation,0
B_region_non-icp,openai-gpt-oss-120b,region,Firmographic,1,5,0|0|0|0|0,Explanation,0
B_website_dwell_time_high,apertus-70b-instruct-2509,website_dwell_time,Behavioral,2,5,3|0|0|3|0,Explanation,1
B_website_dwell_time_high,meta-llama-3.1-8b-instruct,website_dwell_time,Behavioral,1,5,3|3|3|3|3,Explanation,0
B_website_dwell_time_high,openai-gpt-oss-120b,website_dwell_time,Behavioral,1,5,3|3|3|3|3,Explanation,0
B_website_dwell_time_low,apertus-70b-instruct-2509,website_dwell_time,Behavioral,2,5,1|1|3|3|3,Explanation,1
B_website_dwell_time_low,meta-llama-3.1-8b-instruct,website_dwell_time,Behavioral,1,5,3|3|3|3|3,Explanation,0
B_website_dwell_time_low,openai-gpt-oss-120b,website_dwell_time,Behavioral,1,5,3|3|3|3|3,Explanation,0
C_company_size_high,apertus-70b-instruct-2509,company_size,Firmographic,1,5,3|3|3|3|3,Explanation,0
C_company_size_high,meta-llama-3.1-8b-instruct,company_size,Firmographic,1,5,3|3|3|3|3,Explanation,0
C_company_size_high,openai-gpt-oss-120b,company_size,Firmographic,1,5,0|0|0|0|0,Explanation,0
C_company_size_low,apertus-70b-instruct-2509,company_size,Firmographic,1,5,3|3|3|3|3,Explanation,0
